CaseMasterID,CrimeNo,District,PoliceStationNo,CrimeRegisteredDate,Year,Month,Hour,TimeOfDay,CaseCategory,GravityOffence,CrimeHead,CrimeSubHead,CaseStatus,latitude,longitude
2903,100190001202602903,Hassan,1,2026-06-04,2026,6,8,Morning (6AM-12PM),PAR,Non-Heinous,Crimes Against Body,Grievous Hurt,Charge Sheeted,13.05892,76.17898
2904,100090003202402904,Tumakuru,3,2024-07-19,2024,7,6,Morning (6AM-12PM),FIR,Non-Heinous,Crimes Against Women,Sexual Assault,Under Investigation,13.2461,77.0812
2905,100140003202502905,Bidar,3,2025-07-05,2025,7,14,Afternoon (12PM-6PM),FIR,Non-Heinous,Crimes Against Property,Dacoity,False Case,17.86863,77.54154
2906,100100003202302906,Shivamogga,3,2023-06-06,2023,6,0,Night (12AM-6AM),FIR,Non-Heinous,Crimes Against Women,Dowry Harassment,Under Investigation,13.92483,75.61103
2907,100140002202502907,Bidar,2,2025-09-24,2025,9,8,Morning (6AM-12PM),FIR,Non-Heinous,Crimes Against Property,Burglary,False Case,17.86641,77.51144
2908,100050003202602908,Belagavi,3,2026-11-10,2026,11,5,Night (12AM-6AM),FIR,Non-Heinous,Crimes Against Body,Murder,Closed,15.90537,74.54337
2909,100020001202402909,Bengaluru Rural,1,2024-09-24,2024,9,15,Afternoon (12PM-6PM),FIR,Non-Heinous,Public Order,Rioting,Charge Sheeted,13.17243,77.5506
2910,100140004202602910,Bidar,4,2026-02-15,2026,2,1,Night (12AM-6AM),FIR,Non-Heinous,Crimes Against Women,Sexual Assault,Charge Sheeted,17.95165,77.45427
2911,100140001202402911,Bidar,1,2024-02-12,2024,2,11,Morning (6AM-12PM),PAR,Non-Heinous,Narcotics,NDPS Possession,Undetected,17.81944,77.57998
2912,700120002202402912,Vijayapura,2,2024-07-23,2024,7,16,Afternoon (12PM-6PM),Zero FIR,Non-Heinous,Public Order,Unlawful Assembly,Undetected,16.83452,75.72392
2913,100110002202302913,Davanagere,2,2023-03-12,2023,3,0,Night (12AM-6AM),FIR,Heinous,Crimes Against Body,Grievous Hurt,Closed,14.41099,75.92591
2914,100220003202502914,Yadgir,3,2025-11-24,2025,11,8,Morning (6AM-12PM),PAR,Non-Heinous,Crimes Against Property,Robbery,Charge Sheeted,16.70357,77.20772
2915,100230004202402915,Chamarajanagar,4,2024-01-09,2024,1,3,Night (12AM-6AM),FIR,Non-Heinous,Economic Offences,Criminal Breach of Trust,Undetected,11.88624,76.87346
2916,100230004202202916,Chamarajanagar,4,2022-11-10,2022,11,22,Evening (6PM-12AM),FIR,Non-Heinous,Crimes Against Body,Assault,Under Investigation,11.97061,76.96915
2917,100080002202402917,Ballari,2,2024-08-11,2024,8,0,Night (12AM-6AM),FIR,Non-Heinous,Economic Offences,Forgery,Charge Sheeted,15.17402,76.89503
2918,100090002202302918,Tumakuru,2,2023-08-14,2023,8,2,Night (12AM-6AM),FIR,Non-Heinous,Crimes Against Body,Attempt to Murder,Charge Sheeted,13.35168,77.02376
2919,100040002202202919,Mangaluru (Dakshina Kannada),2,2022-06-03,2022,6,1,Night (12AM-6AM),FIR,Non-Heinous,Cyber Crime,Identity Theft,Undetected,12.91367,74.89095
2920,100070003202202920,Hubballi-Dharwad,3,2022-12-10,2022,12,0,Night (12AM-6AM),PAR,Non-Heinous,Cyber Crime,Cyberstalking,Undetected,15.38146,75.14209
2921,100020002202302921,Bengaluru Rural,2,2023-06-03,2023,6,3,Night (12AM-6AM),FIR,Non-Heinous,Crimes Against Property,Burglary,Undetected,13.23804,77.50645
2922,100050004202602922,Belagavi,4,2026-08-23,2026,8,5,Night (12AM-6AM),FIR,Non-Heinous,Crimes Against Women,Sexual Assault,Under Investigation,15.79755,74.58487
2923,100250002202502923,Ramanagara,2,2025-12-14,2025,12,22,Evening (6PM-12AM),FIR,Non-Heinous,Crimes Against Property,Robbery,Closed,12.79472,77.29933
2924,400090002202502924,Tumakuru,2,2025-04-10,2025,4,13,Afternoon (12PM-6PM),UDR,Non-Heinous,Crimes Against Body,Grievous Hurt,False Case,13.44681,77.0543
2925,100190001202202925,Hassan,1,2022-07-24,2022,7,22,Evening (6PM-12AM),FIR,Non-Heinous,Public Order,Unlawful Assembly,Under Investigation,13.05591,76.11339
2926,100010003202502926,Bengaluru City,3,2025-05-11,2025,5,3,Night (12AM-6AM),FIR,Non-Heinous,Cyber Crime,Online Fraud,Under Investigation,13.04454,77.67067
2927,100040002202602927,Mangaluru (Dakshina Kannada),2,2026-03-02,2026,3,3,Night (12AM-6AM),FIR,Heinous,Narcotics,NDPS Possession,Under Investigation,12.9556,74.74942
2928,100230003202302928,Chamarajanagar,3,2023-12-09,2023,12,22,Evening (6PM-12AM),FIR,Non-Heinous,Economic Offences,Cheating,Charge Sheeted,11.89324,76.94424
2929,700060002202602929,Kalaburagi,2,2026-10-18,2026,10,8,Morning (6AM-12PM),Zero FIR,Non-Heinous,Crimes Against Body,Assault,Charge Sheeted,17.38012,76.84945
2930,100090002202602930,Tumakuru,2,2026-11-17,2026,11,21,Evening (6PM-12AM),FIR,Non-Heinous,Crimes Against Property,Theft,Charge Sheeted,13.34849,77.10092
2931,100040001202402931,Mangaluru (Dakshina Kannada),1,2024-02-08,2024,2,4,Night (12AM-6AM),FIR,Non-Heinous,Crimes Against Property,Theft,Undetected,12.85813,74.79589
2932,400040002202402932,Mangaluru (Dakshina Kannada),2,2024-03-07,2024,3,20,Evening (6PM-12AM),UDR,Non-Heinous,Crimes Against Property,Theft,Closed,12.89654,74.83972
2933,100030002202402933,Mysuru,2,2024-02-13,2024,2,18,Evening (6PM-12AM),FIR,Non-Heinous,Crimes Against Body,Attempt to Murder,Undetected,12.35482,76.53856
2934,100070004202502934,Hubballi-Dharwad,4,2025-12-12,2025,12,1,Night (12AM-6AM),FIR,Non-Heinous,Crimes Against Property,Theft,False Case,15.31526,75.08945
2935,100190003202202935,Hassan,3,2022-12-06,2022,12,6,Morning (6AM-12PM),FIR,Heinous,Crimes Against Women,Molestation,Charge Sheeted,13.00711,76.1469
2936,100010003202202936,Bengaluru City,3,2022-04-18,2022,4,3,Night (12AM-6AM),PAR,Non-Heinous,Crimes Against Property,Burglary,Charge Sheeted,12.979,77.55413
2937,100030003202602937,Mysuru,3,2026-07-22,2026,7,7,Morning (6AM-12PM),FIR,Non-Heinous,Cyber Crime,Online Fraud,Charge Sheeted,12.18453,76.67485
2938,100110004202302938,Davanagere,4,2023-06-14,2023,6,15,Afternoon (12PM-6PM),FIR,Heinous,Crimes Against Women,Molestation,Charge Sheeted,14.47309,76.00178
2939,100190003202502939,Hassan,3,2025-05-10,2025,5,21,Evening (6PM-12AM),FIR,Heinous,Crimes Against Body,Murder,Charge Sheeted,13.06522,76.08491
2940,100240004202202940,Kodagu,4,2022-04-20,2022,4,16,Afternoon (12PM-6PM),FIR,Non-Heinous,Crimes Against Property,Burglary,Closed,12.31223,75.70853
2941,100130004202402941,Raichur,4,2024-08-19,2024,8,1,Night (12AM-6AM),FIR,Non-Heinous,Cyber Crime,Phishing,Under Investigation,16.2302,77.38552
2942,700110004202402942,Davanagere,4,2024-09-04,2024,9,19,Evening (6PM-12AM),Zero FIR,Non-Heinous,Crimes Against Body,Murder,False Case,14.35652,75.96945
2943,100020001202302943,Bengaluru Rural,1,2023-08-10,2023,8,8,Morning (6AM-12PM),FIR,Heinous,Crimes Against Women,Domestic Violence,False Case,13.2546,77.56765
2944,700080003202602944,Ballari,3,2026-04-07,2026,4,14,Afternoon (12PM-6PM),Zero FIR,Non-Heinous,Crimes Against Body,Murder,Under Investigation,15.23688,76.97187
2945,100130001202602945,Raichur,1,2026-12-27,2026,12,19,Evening (6PM-12AM),FIR,Non-Heinous,Crimes Against Women,Sexual Assault,Under Investigation,16.16906,77.33427
2946,100050001202502946,Belagavi,1,2025-01-08,2025,1,6,Morning (6AM-12PM),FIR,Heinous,Crimes Against Body,Grievous Hurt,Closed,15.96061,74.54761
2947,100100003202402947,Shivamogga,3,2024-11-24,2024,11,3,Night (12AM-6AM),FIR,Non-Heinous,Crimes Against Property,Dacoity,False Case,13.96748,75.55673
2948,100090004202502948,Tumakuru,4,2025-07-04,2025,7,21,Evening (6PM-12AM),PAR,Non-Heinous,Public Order,Unlawful Assembly,Under Investigation,13.33609,77.12478
2949,100070004202202949,Hubballi-Dharwad,4,2022-08-22,2022,8,6,Morning (6AM-12PM),FIR,Heinous,Crimes Against Women,Dowry Harassment,Closed,15.34152,75.06697
2950,100160004202602950,Udupi,4,2026-05-19,2026,5,14,Afternoon (12PM-6PM),FIR,Non-Heinous,Crimes Against Property,Dacoity,Under Investigation,13.35639,74.64976
2951,100020004202602951,Bengaluru Rural,4,2026-11-09,2026,11,21,Evening (6PM-12AM),FIR,Non-Heinous,Crimes Against Property,Theft,Charge Sheeted,13.25622,77.52238
2952,100050004202202952,Belagavi,4,2022-04-20,2022,4,1,Night (12AM-6AM),FIR,Non-Heinous,Crimes Against Body,Assault,Charge Sheeted,15.81621,74.64432
2953,100170004202502953,Kolar,4,2025-12-20,2025,12,7,Morning (6AM-12PM),FIR,Non-Heinous,Crimes Against Women,Molestation,Under Investigation,13.19795,78.16429
2954,700050004202202954,Belagavi,4,2022-11-01,2022,11,13,Afternoon (12PM-6PM),Zero FIR,Heinous,Crimes Against Women,Domestic Violence,False Case,15.80697,74.42936
2955,100050002202402955,Belagavi,2,2024-07-15,2024,7,13,Afternoon (12PM-6PM),FIR,Non-Heinous,Economic Offences,Cheating,False Case,15.95114,74.48607
2956,100280001202602956,Haveri,1,2026-06-23,2026,6,6,Morning (6AM-12PM),FIR,Non-Heinous,Crimes Against Body,Grievous Hurt,Closed,14.71938,75.42614
2957,400030001202502957,Mysuru,1,2025-09-17,2025,9,15,Afternoon (12PM-6PM),UDR,Non-Heinous,Crimes Against Property,Dacoity,Charge Sheeted,12.23139,76.7256
2958,400230004202402958,Chamarajanagar,4,2024-04-10,2024,4,15,Afternoon (12PM-6PM),UDR,Non-Heinous,Crimes Against Women,Domestic Violence,Charge Sheeted,11.97411,76.91907
2959,100270004202202959,Bagalkot,4,2022-12-18,2022,12,0,Night (12AM-6AM),FIR,Non-Heinous,Crimes Against Property,Burglary,False Case,16.19041,75.6185
2960,100040004202402960,Mangaluru (Dakshina Kannada),4,2024-03-03,2024,3,1,Night (12AM-6AM),FIR,Non-Heinous,Cyber Crime,Cyberstalking,Charge Sheeted,12.891,74.90049
2961,700020003202202961,Bengaluru Rural,3,2022-02-23,2022,2,19,Evening (6PM-12AM),Zero FIR,Non-Heinous,Narcotics,NDPS Trafficking,Under Investigation,13.33235,77.6228
2962,100020001202202962,Bengaluru Rural,1,2022-05-20,2022,5,10,Morning (6AM-12PM),PAR,Non-Heinous,Crimes Against Body,Grievous Hurt,False Case,13.31767,77.49387
2963,400080001202402963,Ballari,1,2024-11-20,2024,11,7,Morning (6AM-12PM),UDR,Heinous,Crimes Against Body,Grievous Hurt,Under Investigation,15.03286,76.95906
2964,700030002202502964,Mysuru,2,2025-01-15,2025,1,10,Morning (6AM-12PM),Zero FIR,Non-Heinous,Crimes Against Property,Burglary,Charge Sheeted,12.27895,76.58845
2965,100110003202502965,Davanagere,3,2025-04-27,2025,4,16,Afternoon (12PM-6PM),FIR,Heinous,Crimes Against Body,Murder,False Case,14.49738,75.92475
2966,100080002202602966,Ballari,2,2026-07-27,2026,7,15,Afternoon (12PM-6PM),FIR,Non-Heinous,Cyber Crime,Online Fraud,Under Investigation,15.08899,76.96053
2967,100140002202502967,Bidar,2,2025-08-08,2025,8,12,Afternoon (12PM-6PM),FIR,Non-Heinous,Crimes Against Property,Theft,False Case,17.9076,77.51405
2968,700090001202402968,Tumakuru,1,2024-04-05,2024,4,10,Morning (6AM-12PM),Zero FIR,Non-Heinous,Crimes Against Property,Robbery,Charge Sheeted,13.27602,77.0138
2969,100140002202202969,Bidar,2,2022-07-23,2022,7,2,Night (12AM-6AM),FIR,Non-Heinous,Crimes Against Body,Attempt to Murder,Charge Sheeted,17.88375,77.51028
2970,100090004202202970,Tumakuru,4,2022-08-09,2022,8,13,Afternoon (12PM-6PM),FIR,Heinous,Crimes Against Body,Attempt to Murder,Under Investigation,13.29011,77.11771
2971,100050004202202971,Belagavi,4,2022-06-01,2022,6,14,Afternoon (12PM-6PM),FIR,Non-Heinous,Cyber Crime,Phishing,Under Investigation,15.7076,74.43984
2972,100020002202502972,Bengaluru Rural,2,2025-05-26,2025,5,17,Afternoon (12PM-6PM),FIR,Heinous,Crimes Against Women,Molestation,Undetected,13.28431,77.53262
2973,700060003202402973,Kalaburagi,3,2024-12-12,2024,12,21,Evening (6PM-12AM),Zero FIR,Non-Heinous,Crimes Against Property,Dacoity,Undetected,17.47211,76.93755
2974,100240003202502974,Kodagu,3,2025-04-25,2025,4,8,Morning (6AM-12PM),FIR,Non-Heinous,Crimes Against Women,Sexual Assault,Closed,12.23413,75.74844
2975,100210004202602975,Koppal,4,2026-11-22,2026,11,17,Afternoon (12PM-6PM),FIR,Non-Heinous,Cyber Crime,Cyberstalking,Charge Sheeted,15.31718,76.19443
2976,100270004202402976,Bagalkot,4,2024-12-02,2024,12,4,Night (12AM-6AM),FIR,Non-Heinous,Economic Offences,Criminal Breach of Trust,Under Investigation,16.14436,75.72474
2977,100160003202202977,Udupi,3,2022-10-15,2022,10,21,Evening (6PM-12AM),FIR,Heinous,Crimes Against Women,Domestic Violence,Closed,13.19847,74.66808
2978,700220001202402978,Yadgir,1,2024-01-25,2024,1,4,Night (12AM-6AM),Zero FIR,Heinous,Crimes Against Body,Murder,Closed,16.83486,77.1026
2979,400030004202402979,Mysuru,4,2024-09-21,2024,9,18,Evening (6PM-12AM),UDR,Non-Heinous,Narcotics,NDPS Trafficking,Undetected,12.18762,76.67858
2980,100250004202602980,Ramanagara,4,2026-08-13,2026,8,10,Morning (6AM-12PM),FIR,Heinous,Crimes Against Body,Attempt to Murder,False Case,12.64981,77.25211
2981,100130004202402981,Raichur,4,2024-05-14,2024,5,7,Morning (6AM-12PM),FIR,Heinous,Crimes Against Body,Assault,Charge Sheeted,16.22158,77.37047
2982,100150003202302982,Chikkamagaluru,3,2023-08-19,2023,8,2,Night (12AM-6AM),FIR,Non-Heinous,Narcotics,NDPS Possession,False Case,13.29251,75.8429
2983,100010003202202983,Bengaluru City,3,2022-05-26,2022,5,19,Evening (6PM-12AM),FIR,Heinous,Crimes Against Women,Sexual Assault,Charge Sheeted,12.90237,77.61259
2984,100020003202602984,Bengaluru Rural,3,2026-10-18,2026,10,13,Afternoon (12PM-6PM),FIR,Heinous,Crimes Against Body,Assault,Charge Sheeted,13.27455,77.43583
2985,100040001202302985,Mangaluru (Dakshina Kannada),1,2023-05-07,2023,5,15,Afternoon (12PM-6PM),FIR,Non-Heinous,Cyber Crime,Cyberstalking,False Case,12.9663,74.89563
2986,100050002202302986,Belagavi,2,2023-10-25,2023,10,8,Morning (6AM-12PM),FIR,Non-Heinous,Crimes Against Property,Dacoity,Closed,15.8873,74.5459
2987,100020004202302987,Bengaluru Rural,4,2023-12-14,2023,12,14,Afternoon (12PM-6PM),PAR,Heinous,Crimes Against Women,Molestation,Under Investigation,13.29581,77.59252
2988,100130004202602988,Raichur,4,2026-09-22,2026,9,2,Night (12AM-6AM),FIR,Non-Heinous,Crimes Against Property,Robbery,Charge Sheeted,16.19032,77.34949
2989,100050004202502989,Belagavi,4,2025-07-06,2025,7,13,Afternoon (12PM-6PM),FIR,Non-Heinous,Crimes Against Property,Robbery,Undetected,15.82657,74.57621
2990,100020002202302990,Bengaluru Rural,2,2023-02-04,2023,2,17,Afternoon (12PM-6PM),FIR,Non-Heinous,Economic Offences,Criminal Breach of Trust,Closed,13.27289,77.49481
2991,100010004202602991,Bengaluru City,4,2026-07-07,2026,7,14,Afternoon (12PM-6PM),PAR,Heinous,Crimes Against Body,Attempt to Murder,False Case,12.95166,77.59897
2992,100090003202202992,Tumakuru,3,2022-12-04,2022,12,5,Night (12AM-6AM),PAR,Non-Heinous,Crimes Against Women,Sexual Assault,Closed,13.42528,77.17365
2993,100080003202402993,Ballari,3,2024-05-06,2024,5,5,Night (12AM-6AM),FIR,Non-Heinous,Public Order,Unlawful Assembly,Charge Sheeted,15.09627,77.04075
2994,100140003202302994,Bidar,3,2023-07-16,2023,7,12,Afternoon (12PM-6PM),FIR,Non-Heinous,Crimes Against Property,Theft,Charge Sheeted,17.94378,77.58675
2995,100160003202502995,Udupi,3,2025-11-19,2025,11,20,Evening (6PM-12AM),FIR,Non-Heinous,Crimes Against Women,Dowry Harassment,Charge Sheeted,13.417,74.7316
2996,100050001202202996,Belagavi,1,2022-05-07,2022,5,8,Morning (6AM-12PM),PAR,Non-Heinous,Crimes Against Property,Burglary,Charge Sheeted,15.81661,74.47692
2997,100040003202502997,Mangaluru (Dakshina Kannada),3,2025-01-11,2025,1,7,Morning (6AM-12PM),FIR,Non-Heinous,Cyber Crime,Online Fraud,Under Investigation,12.95901,74.80174
2998,100220003202202998,Yadgir,3,2022-01-09,2022,1,2,Night (12AM-6AM),FIR,Non-Heinous,Crimes Against Property,Robbery,Under Investigation,16.80201,77.04887
2999,100050001202402999,Belagavi,1,2024-10-03,2024,10,12,Afternoon (12PM-6PM),FIR,Heinous,Crimes Against Body,Grievous Hurt,Closed,15.86337,74.51261
3000,100170001202503000,Kolar,1,2025-05-10,2025,5,15,Afternoon (12PM-6PM),FIR,Non-Heinous,Economic Offences,Criminal Breach of Trust,False Case,13.10085,78.08686
3001,100250004202603001,Ramanagara,4,2026-03-27,2026,3,18,Evening (6PM-12AM),FIR,Heinous,Narcotics,NDPS Trafficking,Closed,12.70306,77.29308
3002,100030003202503002,Mysuru,3,2025-06-05,2025,6,8,Morning (6AM-12PM),FIR,Non-Heinous,Crimes Against Body,Murder,Charge Sheeted,12.2011,76.71217
3003,400270004202503003,Bagalkot,4,2025-03-11,2025,3,7,Morning (6AM-12PM),UDR,Non-Heinous,Crimes Against Property,Robbery,Charge Sheeted,16.16517,75.63368
3004,700020003202303004,Bengaluru Rural,3,2023-03-15,2023,3,18,Evening (6PM-12AM),Zero FIR,Non-Heinous,Crimes Against Property,Theft,Closed,13.19543,77.55647
3005,100110001202503005,Davanagere,1,2025-01-12,2025,1,7,Morning (6AM-12PM),PAR,Non-Heinous,Crimes Against Property,Dacoity,False Case,14.46454,75.84879
3006,700230002202603006,Chamarajanagar,2,2026-07-01,2026,7,7,Morning (6AM-12PM),Zero FIR,Heinous,Crimes Against Body,Murder,False Case,11.94721,76.94259
3007,100090001202603007,Tumakuru,1,2026-09-18,2026,9,19,Evening (6PM-12AM),FIR,Non-Heinous,Crimes Against Property,Theft,False Case,13.38453,77.18655
3008,100230001202503008,Chamarajanagar,1,2025-06-22,2025,6,19,Evening (6PM-12AM),FIR,Non-Heinous,Public Order,Rioting,Under Investigation,11.96153,76.9603
3009,100280004202603009,Haveri,4,2026-01-27,2026,1,3,Night (12AM-6AM),FIR,Non-Heinous,Cyber Crime,Online Fraud,Under Investigation,14.82957,75.45353
3010,100070003202503010,Hubballi-Dharwad,3,2025-11-19,2025,11,16,Afternoon (12PM-6PM),FIR,Non-Heinous,Cyber Crime,Identity Theft,Charge Sheeted,15.30594,74.97998
3011,100240001202603011,Kodagu,1,2026-09-14,2026,9,22,Evening (6PM-12AM),FIR,Non-Heinous,Crimes Against Women,Dowry Harassment,Closed,12.36085,75.96661
3012,100220003202503012,Yadgir,3,2025-08-19,2025,8,6,Morning (6AM-12PM),FIR,Non-Heinous,Crimes Against Body,Assault,Closed,16.76252,77.12135
3013,700170003202303013,Kolar,3,2023-07-16,2023,7,10,Morning (6AM-12PM),Zero FIR,Non-Heinous,Crimes Against Women,Dowry Harassment,Under Investigation,13.20413,78.15323
3014,100280002202303014,Haveri,2,2023-03-27,2023,3,12,Afternoon (12PM-6PM),FIR,Non-Heinous,Crimes Against Body,Attempt to Murder,Closed,14.86792,75.33379
3015,100110001202503015,Davanagere,1,2025-10-18,2025,10,11,Morning (6AM-12PM),FIR,Non-Heinous,Crimes Against Body,Assault,Undetected,14.44997,76.07351
3016,100080001202403016,Ballari,1,2024-04-23,2024,4,19,Evening (6PM-12AM),FIR,Non-Heinous,Crimes Against Body,Assault,Under Investigation,15.10129,77.07692
3017,100180002202503017,Mandya,2,2025-06-07,2025,6,22,Evening (6PM-12AM),FIR,Heinous,Crimes Against Women,Dowry Harassment,Charge Sheeted,12.42474,76.84329
3018,100020004202603018,Bengaluru Rural,4,2026-01-19,2026,1,0,Night (12AM-6AM),FIR,Non-Heinous,Crimes Against Property,Dacoity,Closed,13.37458,77.47176
3019,100150003202203019,Chikkamagaluru,3,2022-03-10,2022,3,17,Afternoon (12PM-6PM),FIR,Heinous,Crimes Against Body,Murder,Charge Sheeted,13.24247,75.81235
3020,400050004202303020,Belagavi,4,2023-02-26,2023,2,0,Night (12AM-6AM),UDR,Non-Heinous,Crimes Against Property,Robbery,Undetected,15.84808,74.44558
3021,100020003202603021,Bengaluru Rural,3,2026-08-01,2026,8,13,Afternoon (12PM-6PM),FIR,Non-Heinous,Crimes Against Property,Robbery,Closed,13.24157,77.46209
3022,100040001202503022,Mangaluru (Dakshina Kannada),1,2025-09-07,2025,9,22,Evening (6PM-12AM),FIR,Non-Heinous,Crimes Against Property,Burglary,Charge Sheeted,12.98993,74.86117
3023,100160003202603023,Udupi,3,2026-11-03,2026,11,23,Evening (6PM-12AM),PAR,Non-Heinous,Economic Offences,Criminal Breach of Trust,Charge Sheeted,13.34239,74.82759
3024,100270003202603024,Bagalkot,3,2026-10-04,2026,10,0,Night (12AM-6AM),FIR,Heinous,Crimes Against Women,Molestation,False Case,16.18891,75.71825
3025,100250002202603025,Ramanagara,2,2026-03-22,2026,3,13,Afternoon (12PM-6PM),FIR,Heinous,Crimes Against Body,Assault,Under Investigation,12.73598,77.29616
3026,100030002202603026,Mysuru,2,2026-03-01,2026,3,4,Night (12AM-6AM),FIR,Heinous,Crimes Against Women,Dowry Harassment,Charge Sheeted,12.34115,76.65629
3027,700070003202603027,Hubballi-Dharwad,3,2026-08-20,2026,8,2,Night (12AM-6AM),Zero FIR,Heinous,Narcotics,NDPS Trafficking,Closed,15.28168,75.14427
3028,100040004202603028,Mangaluru (Dakshina Kannada),4,2026-05-02,2026,5,23,Evening (6PM-12AM),FIR,Non-Heinous,Economic Offences,Forgery,Under Investigation,12.82264,74.81205
3029,700240001202603029,Kodagu,1,2026-11-25,2026,11,11,Morning (6AM-12PM),Zero FIR,Non-Heinous,Economic Offences,Criminal Breach of Trust,Under Investigation,12.39622,75.87528
3030,100030004202503030,Mysuru,4,2025-04-07,2025,4,15,Afternoon (12PM-6PM),FIR,Heinous,Narcotics,NDPS Trafficking,Under Investigation,12.31941,76.63863
3031,100230003202603031,Chamarajanagar,3,2026-04-21,2026,4,23,Evening (6PM-12AM),FIR,Heinous,Crimes Against Body,Assault,Charge Sheeted,11.9286,76.95228
3032,400030002202203032,Mysuru,2,2022-01-07,2022,1,18,Evening (6PM-12AM),UDR,Heinous,Narcotics,NDPS Possession,Under Investigation,12.23911,76.65075
3033,400020002202303033,Bengaluru Rural,2,2023-05-05,2023,5,0,Night (12AM-6AM),UDR,Non-Heinous,Crimes Against Property,Robbery,Under Investigation,13.16429,77.64115
3034,400240003202203034,Kodagu,3,2022-12-05,2022,12,16,Afternoon (12PM-6PM),UDR,Non-Heinous,Economic Offences,Criminal Breach of Trust,Charge Sheeted,12.30352,75.82255
3035,100050002202603035,Belagavi,2,2026-03-17,2026,3,20,Evening (6PM-12AM),FIR,Heinous,Crimes Against Body,Attempt to Murder,Undetected,15.84076,74.54217
3036,100130002202503036,Raichur,2,2025-09-07,2025,9,21,Evening (6PM-12AM),FIR,Non-Heinous,Crimes Against Women,Molestation,Charge Sheeted,16.19423,77.28263
